id,source,target,location,social_distance,text_distance,time_distance,created_at,updated_at
682,    10154237556155100   ,    10203966122371900   ,,,0.0654173061998661,47100.0,2014-07-29 01:26:31 UTC,2014-07-30 21:14:03 UTC
683,    10154237556155100   ,    10154215500725000   ,,,0.0982816604936975,74640.0,2014-07-29 01:26:32 UTC,2014-07-30 21:14:03 UTC
687,    10154237556155100   ,    10203194488116700   ,,,0.047179159133832,65640.0,2014-07-29 01:26:34 UTC,2014-07-30 21:14:03 UTC
688,    10154237556155100   ,    10152278493009700   ,,,0.0239587918100502,77640.0,2014-07-29 01:26:34 UTC,2014-07-30 21:14:03 UTC
691,    10154237556155100   ,    10152481467059800   ,,,0.080034082570366,68400.0,2014-07-29 01:26:36 UTC,2014-07-30 21:14:03 UTC
692,    10154237556155100   ,    10152481473374400   ,,,0.0464561380515362,73380.0,2014-07-29 01:26:36 UTC,2014-07-30 21:14:03 UTC
697,    10152168324927900   ,    10203795790833000   ,,,1.0,1680.0,2014-07-29 01:26:39 UTC,2014-07-30 21:14:03 UTC
704,    10152168324927900   ,    10204070474264400   ,,,0.0713378301531582,600.0,2014-07-29 01:26:44 UTC,2014-07-30 21:14:04 UTC
705,    10152168324927900   ,    10203154807607700   ,,,0.12008295248701,23880.0,2014-07-29 01:26:44 UTC,2014-07-30 21:14:04 UTC
773,    10154237088440500   ,    10203239143112200   ,,,0.17165734393305,,2014-07-29 01:27:36 UTC,2014-07-29 01:27:36 UTC
710,    10152168324927900   ,    10152194488117800   ,,,0.260711239355691,8640.0,2014-07-29 01:26:47 UTC,2014-07-30 21:14:04 UTC
715,    10152168324927900   ,    10203549599554800   ,,,0.0788624902514374,19980.0,2014-07-29 01:26:50 UTC,2014-07-30 21:14:04 UTC
717,    10152168324927900   ,    10154227414975000   ,,,0.248950112011895,240.0,2014-07-29 01:26:52 UTC,2014-07-30 21:14:04 UTC
722,    10152168324927900   ,    10152564673903500   ,,,0.260711239355691,19080.0,2014-07-29 01:26:56 UTC,2014-07-30 21:14:04 UTC
725,    10152168324927900   ,    10154215500725000   ,,,0.13063339741586,9840.0,2014-07-29 01:26:58 UTC,2014-07-30 21:14:04 UTC
733,    10152168324927900   ,    10152481467059800   ,,,0.440040132977475,3600.0,2014-07-29 01:27:05 UTC,2014-07-30 21:14:04 UTC
743,    10154237088440500   ,    10203375803609100   ,,,0.116594704217043,6960.0,2014-07-29 01:27:15 UTC,2014-07-30 21:14:04 UTC
744,    10154237088440500   ,    10152030341315900   ,,,0.0517838801394394,5520.0,2014-07-29 01:27:16 UTC,2014-07-30 21:14:04 UTC
